outputs/d1b_training/d1b_detector_best.pt	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/outputs/d1b_training/d1b_detector_best.pt	55104	173	cdd3cbe4f42592dab81590d84f5a8ff67b9fc3b7326f691742b9a438f1174858
tables/e4c_audit/l12_e4c2b_close_candidates.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/e4c_audit/l12_e4c2b_close_candidates.csv	634871	2958	bfe87362d35dc4c6b8f359e2dc4fb19dbb974ad10f83d670a8025cb775ad5b2a
tables/d2_fresh/d2_fresh_close_candidates.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/d2_fresh/d2_fresh_close_candidates.csv	140952	659	77ce9e730dc9ea308f38bef2fc14de76f1efc3749d3b1fb279b304bb4b0c7697
tables/d2_fresh/d2_fresh_trace_status.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/d2_fresh/d2_fresh_trace_status.csv	13275	99	adf4567adfee513fd68a003ddf787d2ba97c60d72dc2998a5d85364e8639268a
tables/e4c_audit/l12_e4c2_input_manifest.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/e4c_audit/l12_e4c2_input_manifest.csv	117380	403	b11ac1e8df74f63fd764985ff335a7d6648114af66045fc34aca6956e6b85863
tables/d2_fresh/d2_final_trace_inventory.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/d2_fresh/d2_final_trace_inventory.csv	26598	99	9068dc85f6dd25b27f7123b39209fff3aa0aef7141a4f068530b263b22b389fc
tables/deepseek_detector/d1b_split_manifest.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/deepseek_detector/d1b_split_manifest.csv	13933	132	7a61ffa700af09087f333dd37e220691fc8a3801118b6dc91146a656b426b112
tables/deepseek_detector/d1b_feature_normalization.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/deepseek_detector/d1b_feature_normalization.csv	993	17	1ea34404a6a948cc804219edd657b9664f64a90628686b8332dc0e2326b740ef
tables/d4_replay/d4_test21_model_predictions.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/d4_replay/d4_test21_model_predictions.csv	2009	22	d392ff0bceb40ff01fa6e4be5e827415511eda4d01c7969e088f8e2971a7141d
tables/d4_replay/d4_fresh25_model_predictions.csv	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/tables/d4_replay/d4_fresh25_model_predictions.csv	2410	26	9066ccca957cbc7693732b0eaca6afdede3b2a64b80244bc761ed31d4f1a029e
scripts/stageb/run_d4_production_parity.py	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/scripts/stageb/run_d4_production_parity.py	14216	370	606d88e81b811d15d3044f6dacffdfa4401c373b048951253ca0aabeced51e4a
src/gripper_attack/production_detector.py	/data/liuyu/repos/openvla-gripper-dutycycle-attack-reviewed-20260605/src/gripper_attack/production_detector.py	12564	326	683cf9d399cdba75d4500eaf8123ea5715d2564117d44e1d1595b163abf85a63
