suite,task_idx,task_name,instruction,bddl_file,problem_folder,all_sites,default_sites,candidate_objects,primary_site,object_key,resolution,verified,error
libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick up the black bowl next to the ramekin and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick up the black bowl from table center and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,pick up the black bowl on the ramekin and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl next to the cookie box and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,pick up the black bowl on the stove and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,pick up the black bowl next to the plate and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/sdc/dty_user/pi0_openpi/third_party/libero/libero/libero/./bddl_files/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,libero_spatial,table_top|main_table_plate_region|main_table_next_to_plate_region|main_table_box_region|main_table_next_to_box_region|main_table_between_plate_ramekin_region|main_table_ramekin_region|main_table_next_to_ramekin_region|main_table_table_center|main_table_table_front|main_table_cabinet_region|main_table_stove_region|gripper0_ft_frame|gripper0_grip_site|gripper0_ee_x|gripper0_ee_y|gripper0_ee_z|gripper0_grip_site_cylinder|akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|wooden_cabinet_1_top_side|wooden_cabinet_1_top_region|wooden_cabinet_1_middle_region|wooden_cabinet_1_bottom_region|flat_stove_1_default_site|flat_stove_1_cook_region|flat_stove_1_burner,akita_black_bowl_1_default_site|akita_black_bowl_2_default_site|cookies_1_default_site|glazed_rim_porcelain_ramekin_1_default_site|plate_1_default_site|wooden_cabinet_1_default_site|flat_stove_1_default_site,akita_black_bowl|cookies|glazed_rim_porcelain_ramekin|plate|wooden_cabinet|flat_stove,akita_black_bowl_1_default_site,akita_black_bowl,first_non_furniture,false,
