episode_id,root_path,episode_dir,step_records_path,step_records_sha256,step_records_size_bytes,json_status,manifest_path,manifest_sha256,task,state_id,suite,success,clean_status,schema_status,schema_note,tier,exclusion_reason,run_id,code_git_commit,cuda_visible_devices,command_sha256
e19f72e558586ec3,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed1,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed1/step_records.jsonl,,0,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed1/run_manifest.json,95b00441bd7590f0ad0dd4be452b9b747882b9f10c346202f2db9a0e497e986b,libero_spatial_black_bowl,7,libero_spatial,0,ATTACK_OR_INTERVENTION,NO_RECORDS,no_records,EXCLUDED_AUDIT_ONLY,ATTACK_OR_INTERVENTION,zero_margin_guard_strict_state7_seed1,unknown,"6,7",8e78e51a9786d8ad11a807993883a02bd1710d834679ba2bf31ad851cea8cff5
29f8db8a8ef79fe8,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed1,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed1/step_records.jsonl,df16b8e77625d6908c7a2c866bff2db3dbcd24ae0fd62969b390cb8364a6d3c7,555290,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed1/run_manifest.json,9ff206955ec945b0996d7a4dcea40a0474d00dee07bbb20a63039d99721045a2,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,clean_guard_strict_state7_seed1,unknown,"0,1",997427918856c78af55f03a738719748b1aebab8c4b541e4dafdc1a154e4707a
f114569946051bba,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3/step_records.jsonl,,0,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3/run_manifest.json,6d85d12f2e46616b74b81a1a3ab37c6599ea44b96fde92ccf2aec577984df90e,libero_spatial_black_bowl,7,libero_spatial,0,ATTACK_OR_INTERVENTION,NO_RECORDS,no_records,EXCLUDED_AUDIT_ONLY,ATTACK_OR_INTERVENTION,zero_margin_guard_strict_state7_seed3,unknown,"6,7",fa25c176653771787a11f286d987b3ea322adc46621bf53c48bda0fd5111140a
9e955a444372afae,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed2,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed2/step_records.jsonl,8d856f2b445cf083c45a85fd616cf572cead61cd3e45600c9e67da261350e08d,555273,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed2/run_manifest.json,ce1a085a9d604e751f043f4d90728ddc726e7ae8e144eafa4ac56d34cbaecd0a,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,clean_guard_strict_state7_seed2,unknown,"4,5",dff225aae1e8ec0f20add285f973cad4eea012e0d6b46a1872d26666a5d19f1c
d0087093e44dd6a9,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed2,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed2/step_records.jsonl,f013a0c2037f9a0d99b40371e048dbb7f8c24a2529a28d2c8b67cc949ed72cee,571675,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed2/run_manifest.json,25c3f9ba1438ae0f598a8dc0e5c8003dfcd9f4f99c60789955141d13c4ac345c,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,oracle_guard_strict_state7_seed2,unknown,"0,1",a7d302bf5bb38eda1bf1e6413047ea6b46d8a0b2ddbd074667b21eb6efef2f60
02c2ff5db4385ec4,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed5,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed5/step_records.jsonl,b279f7b6aaf69a7b4e1785152bb4a62506ba2c566cb61c501f9aac41735681a8,585255,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed5/run_manifest.json,fb8f2ab354643bcd7d5578558447b39dc102da217f127d0034da58da2b725c7c,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,vis_guard_strict_state7_seed5,unknown,"4,5",ebe5822bbecbe3b00c39684351110dbd6d13c39dbabaf73b968dd00cbcbee380
6e638ca17a296c0c,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed2,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed2/step_records.jsonl,4212f7d586965c5d7c4ca1d0bbebd6fb9618a36a3b701b062fe8cc6cf9b36304,585259,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed2/run_manifest.json,f6936edbdeb35ba9301a4dc42616e922f628f0b445d99b4bff088a773974de7a,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,vis_guard_strict_state7_seed2,unknown,"0,1",f2c9f1e1e20a27e39997085fbc0f255fcecc107891d40b45fc03b45f7f2984ce
d9ef356803ad3f43,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/diag_oracle_guard_strict_state7_seed1,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/diag_oracle_guard_strict_state7_seed1/step_records.jsonl,0f5f96a0744465af48bfbb9ae74e5f4a8ce72afc73deb3c6bcca633b7505455b,572126,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/diag_oracle_guard_strict_state7_seed1/run_manifest.json,c04406af12a9182db16c745e7c1e60325e780d27016da5e47b85632cc11d6265,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,diag_oracle_guard_strict_state7_seed1,unknown,"0,1",ebe2d85cdc1a346e696d3282fbbb63ec727bc0dfdff697efe3e2c8f0b420f76e
3e18bcebde083e4c,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed4,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed4/step_records.jsonl,4ecdeeec08b4da3b79027f04ba2432250542f4034759a638178dd90173e2555d,585236,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed4/run_manifest.json,4ebfa504fc5aa5d2f4501cc7d3d336c7a8d00dfa9fda480d148fe722908f5c28,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,vis_guard_strict_state7_seed4,unknown,"0,1",3cd861211fa98e94d2500178b59f7eade998895ab492bb955be304ed128bf8c6
d6a7ff4df7b64e1a,/data/liuyu/outputs,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed4,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed4/step_records.jsonl,84211d9d01b93444d9060f39891ebd184f8015220c30cbc2f9dde47bb1ec35d0,592206,PASS,/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed4/run_manifest.json,45f7fd9835c65048edd890a4b3ad1d78576efa10683f447d5b63621f4cd3fc93,libero_spatial_black_bowl,7,libero_spatial,1,CLEAN,MISSING_FIELDS,"eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,action_dx,action_dy,action_dz",EXCLUDED_AUDIT_ONLY,SCHEMA_MISSING_FIELDS,zero_margin_guard_strict_state7_seed4,unknown,"0,1",64a80e61f1de3cb41aa9d8fd451f432740d97b9945dff91abe050b5a9c8596b6
